frame,x,y,z
0,7.309152362962907,9.249607384300768,5.134895267992318
0,0.7697451515387831,1.0242450269406473,5.425755299907687
0,9.69310464761156,5.34150945061065,9.219925489519847
0,0.19040967034573364,6.038855070525877,6.024362462108147
0,5.596918072105671,1.6271460626201704,2.200998367689469
0,3.539340482968154,5.324052543275121,6.467233467096018
0,5.971026005653487,8.807682350248024,7.165339323554953
1,5.5578465660619685,3.2845627543857603,7.847940884604032
1,5.910826411840255,8.97463994926479,7.380497295311584
1,5.476797387794084,1.6111958567704079,2.676361103124563
1,8.898027817564747,9.921096171948273,2.092598707447898
1,0.9835029323171267,0.7173910060446357,5.444271743723686
1,9.694156607566091,5.512944639712144,8.847776418453542
1,3.523781065078009,5.099568000320051,6.613858098728287
2,10.077496447012562,5.669565969412069,8.89586957898742
2,5.516565592387193,2.0043516869354243,2.5581562389923853
2,8.097955078914248,1.0038107860480305,8.472896985812582
2,1.1688127856387043,0.8037181849187262,5.502842667310651
2,0.22078839994225663,0.8413326083247263,7.418563524255722
2,3.7603542697481944,4.87457827685944,6.58774495099224
2,5.921080220294685,9.109832456129542,7.553620104086446
3,8.085817076978707,6.837192384805906,9.451259920127528
3,6.447520932582133,8.868700711156007,7.105153253394869
3,1.5477867371055976,0.4849700325662254,8.196320938050423
3,5.372496510785643,2.0247550934060983,2.693502577788421
3,10.267411210076597,5.703331986677945,8.694994593229096
3,5.856482846560186,9.081117004975267,7.563178406831717
3,3.9742579050414153,5.014990508554546,6.823371970559703
3,8.773447891442741,4.364175034112594,7.410565211578417
3,1.475406088944771,0.7221325417489473,5.583728110677129
4,10.18228424955116,5.990862451638004,8.414223006477444
4,5.394055615668632,2.0863174310486983,2.818648138315663
4,7.661142116824071,6.459664837303948,1.1929751235911445
4,1.762827402140685,0.7843831372747903,5.713796198706853
4,4.302510864571488,5.346407432633449,6.9673492156416605
4,3.4070587748516443,6.66462822282313,5.837396155621698
4,7.051366551848464,5.373226880389936,0.4603959059870122
4,6.044944079451635,9.310246287634227,7.726237024395505
4,6.571050662376017,6.143761758671841,4.202134141485824
5,5.209572553180564,2.0614846113046577,3.0255366051726793
5,10.496731304288053,6.105714111608359,8.463556040353115
5,4.230751986032816,5.3155903253035675,7.036826936396251
5,1.8244955566447127,0.37215135639575775,5.928622275192003
5,5.844086387275538,9.292748965325156,7.929602056643154
5,4.202939729782881,3.7996549710496774,8.050098887923172
6,4.438693119560454,5.519961053478278,7.27245750325927
6,2.3164525259651656,0.23081476558828642,5.86555990861192
6,5.019277418802545,6.076573071942115,9.238001304152958
6,5.831361978068541,9.550907508720252,7.859883653079309
6,10.667724816731834,6.211571061247462,8.57703978434576
6,4.949034262075331,1.9745960783575578,3.109578276594662
7,7.191651933759947,3.8840608119460605,0.18134344379033607
7,11.1316406699121,6.58458464499282,8.230895729564299
7,5.767193114225732,9.65214945159852,7.928920138069891
7,6.721227755821685,8.834835141709926,4.446884766934595
7,7.833328439253347,6.122037591673744,2.391354377592444
7,4.735920638562788,5.648698907500556,7.816334098987831
7,2.648927150499356,2.9081042534966874,4.0086563714916865
7,2.365626338477397,0.04671853241328766,6.037177650309634
7,5.0182495986353,2.447726928909129,3.320018272297104
8,5.907750879883273,9.721173321039782,8.041564929210569
8,4.891201409250664,5.544376693508973,7.927725603596402
8,4.80515610915106,2.708987283077854,3.6270916087302107
8,5.601091206491333,2.1209866656437715,0.9734014006994618
8,2.404366747741686,-0.06971000825036908,6.251063993123363
8,11.201921019891621,6.669708915710244,8.125382392408984
9,7.874900673127739,4.704498325221857,6.693674131763808
9,2.6656080664914823,-0.28679506778675473,6.400564459693929
9,5.822276757436117,10.085888321388918,8.401145600825844
9,11.485110098307308,6.815774505011717,8.239466637394296
9,4.981180860012787,2.9703532023521078,3.626546428548176
9,7.397716497390193,8.714008560943398,1.6041709883749167
9,7.795552346871358,5.541235546692626,0.6579462291163118
9,4.97416325213742,5.541996432018258,8.278209047671073
10,3.0049268309197066,0.4276391890299469,8.43069478645274
10,5.768430377955883,10.244481780905085,8.505870699500061
10,2.944423560688879,-0.35169966054524193,6.423186858265635
10,4.914832583149082,3.0016684758131977,4.019118677675289
10,11.763445297172971,7.216682542917832,7.825411180886526
10,5.03124861298101,5.359325125136097,8.54019484009959
11,3.0801886316536664,-0.46791436712104084,6.46936222412998
11,9.352740798196178,1.6504856883790442,3.98400804805902
11,3.8587234920541214,7.619217160830948,8.131792485650532
11,5.98636049223472,9.832697402641216,9.20098609022764
11,5.973398144780855,10.410481552311797,8.634952855116557
11,5.310487219365144,5.5366375511381385,8.522180384432732
11,11.778960693117902,7.478826780419507,7.8488588882385475
12,5.012758966981178,3.7815947887815398,4.532112498594875
12,5.484063895581354,5.332996443038936,9.003033534724755
12,9.016054687094604,6.044881363386604,8.735466166840636
12,3.135526052015687,-0.5305595595857827,6.636419181578618
12,12.120184828982396,8.049734759624293,7.66945897392547
12,5.871848218867791,10.590600609367854,8.722327638807203
12,2.919058544331169,8.633775469552084,2.665032614929795
12,3.5593722935791305,9.540524125745964,4.434162705909015
13,5.339206691444812,10.677415679005607,9.028022076280374
13,5.675046491667095,5.1390228447056865,9.144635186277556
13,12.421718311522541,8.102739191059824,7.706174164529349
13,5.035085659958379,3.8129377498057866,5.022661345505926
13,0.32841510737339985,5.142131044515711,0.4967409186441063
13,3.3159260362926504,-0.6791339234097178,6.837079838154353
13,7.950243235109381,3.4194590158840787,4.504112490711
14,5.10006404328681,4.4188262667977005,5.210014818794665
14,3.438143511306436,-0.8513085288751129,6.744339020110893
14,5.774344750327846,5.096857750675054,9.433294778319102
14,2.4411688556172018,2.6811982858548,0.40845447478543906
14,5.477390647231741,10.944474304292658,9.084961003416355
14,12.510152466025975,8.393869401024128,7.720165580130379
14,8.394127434849626,4.203633507632794,4.1539382887498135
15,9.789410008003802,8.645665293492723,1.2583432813235385
15,5.354535883306589,11.18499306851976,9.386203602820618
15,5.751114150062859,5.007259104142873,9.490664922688188
15,6.007985194524057,4.51813711949139,3.7764717979403506
15,5.381247801882822,7.772924451090603,1.7848840207419203
15,4.971366301913225,4.274208448374503,5.432649508952181
15,3.728430179048117,-1.0555036964585724,6.665163227823166
15,5.164616091059074,9.580430631805537,7.074269495831733
15,3.2460866165514366,1.7754674125268077,5.052426968231789
