frame,x,y,z
0,3.868219432375537,5.184987085507959,2.0173532992416106
0,8.811038715065365,2.5980271297781132,1.4485870488888786
0,7.781563174187721,8.664518945551741,1.8448862901130805
0,8.329848324992694,4.5768197749489445,5.564903185391345
0,4.256293894824152,4.638602651886837,3.507191051897973
0,0.10887130846185232,3.8296947596957267,3.242751768149072
0,8.312762818927025,1.1146224154303632,7.061244915581285
1,0.10668030535953325,3.753788362696057,3.239386223123191
1,8.087218584073058,8.953450425371775,1.814174603667005
1,3.787022617587383,5.0991756856722,2.352002216597797
1,8.429228731043512,7.501145871724236,0.5507372629469609
1,8.445586151222239,4.560772662149755,5.311549275974643
1,8.148775360358352,1.1499406465055422,6.956507136900985
2,7.91041045474452,1.1695778576209552,6.90417933986357
2,3.788674408678029,5.281014898297267,2.7261314869262945
2,8.235011675655977,9.272221325875767,1.9082394562298404
2,0.2226559345515555,3.6647276357727083,3.0905066895957902
2,1.804497936895666,2.193075521796952,6.853487571407559
2,4.290937945412888,3.4781075280771923,0.8960941902456643
2,8.112736999517631,4.625974057744386,5.07609535088856
3,0.13955515591429768,3.511024907174188,2.982838283044053
3,8.156088223324115,4.5386336433215835,4.938949336831526
3,8.248590995440205,9.51342211207163,2.073104771264183
3,7.697039375912544,1.1333727179287982,7.006112507293871
3,3.7103678000098124,5.399214193809059,3.033990645094636
3,5.09103304626814,6.465778678502238,2.3870237408959505
4,7.296847998249778,1.1692264270467414,6.919308127914349
4,8.03488242848628,4.4814411430564824,4.6670967449921985
4,0.08484499617440658,3.5896236081334254,2.7183216931653695
4,3.746748009279023,5.735049253193875,3.446141806055935
4,8.556918359315079,9.858595787154078,2.1200512662204636
5,7.30271616286413,1.0888913662242068,6.936732577030196
5,0.014817977026094678,3.3478000642639323,2.423292732792249
5,8.657773387664488,10.108820465872347,2.252692285750939
5,3.6437509196476743,5.690330964947781,3.6541344296876797
5,8.057040566826622,4.407541028328512,4.162599315602556
5,4.072978663129375,8.49398531314915,2.7748196498708144
6,1.3763558954483346,3.6718856642132716,5.267649063082472
6,8.078974427320064,4.402435442133967,3.9596837947114367
6,8.920390487932808,10.41909466166981,2.446071661167516
6,3.4827912960476235,5.729720161472214,3.785215520455371
6,7.055588357517336,1.2051865544769151,6.796781378151849
6,0.10143298532197317,3.2135621702079487,2.3045600010151213
6,1.32956083381076,1.9946495907105444,6.753680913301157
7,7.913553344253716,4.288409445411063,3.691539906700574
7,0.057358647319944944,3.3221564141546214,1.9754708978144238
7,8.081240036561805,9.87507484629541,5.6628630619248534
7,6.814566553060119,1.2008049517915533,6.598603751219825
7,3.195823831042288,5.7515678267633215,4.079208706604549
7,2.4190180271027018,3.355795865687109,8.790735913132385
7,9.119719352552497,10.754032212333192,2.587057628357518
7,8.613843376116495,1.916782984149531,4.426798589189762
8,4.2930936278566945,9.900824990105384,4.00925709435016
8,9.234567242572266,10.795168198121072,2.6285756943112406
8,6.479450941783784,9.449254736397872,7.704361274318503
8,7.728747332579673,4.007396873293344,3.5049011960951
8,6.8519013961826305,0.9836464399569917,6.227942348064048
8,0.059805560425752774,3.376963783342482,1.7934777458512685
8,3.262321122563896,6.0739621534806245,4.3149469742176665
9,7.491417299659348,3.7876158816776537,3.074989014411099
9,9.361329481173975,11.443254428086085,2.7765728145696436
9,5.565049714703537,8.259785999152378,2.508443864563051
9,-0.011846825903168996,3.3171706181115117,1.6024974527244222
9,6.818574096402481,0.9864124824716639,6.1235127888263
9,3.089515629670161,6.28540959295961,4.805089043816897
10,-0.13692975603058422,3.1815370430903585,1.2551906980371752
10,6.896092113591882,0.8389273586005338,6.106270941273521
10,9.44203475707394,11.480442980595596,3.1850424953129015
10,2.5900567193910993,7.743543667571644,9.894445346371546
10,3.251297969180878,6.476417593434927,4.9874145321987085
10,6.765716096023377,3.265211022222676,9.771006435614071
10,7.504497557590007,3.6572393935686,2.6348208930844064
11,2.889443803485995,6.524981445261423,5.30393302790929
11,1.3164713618740442,8.755411897039151,1.3117595658913306
11,7.544683883233583,3.594839630153047,2.662062747182373
11,9.713012863340033,11.492813164115901,3.367654386037069
11,6.561485506348893,0.5868947788406179,5.894066047568499
11,-0.16668106369208452,3.301158786956927,0.894907806284876
